"Commodity-wise, Market-wise Daily Report for State (Market Category wise) on: 05-Jun-2026 for State : Madhya Pradesh, Market Category : All Categories"

Market,Arrivals,Unit of Arrivals,Variety,Minimum Prices,Maximum Prices,Modal Prices,Unit of Price
Commodity Group Name : Cereals
Commodity Name : Bajra(Pearl Millet/Cumbu)
Harda(F&V) APMC,0.6000000000000001,Metric Tonnes,Green Chilly,1500.0,2000.0,1800.0,Rs./Quintal
Indore(F&V) APMC,10.0,Metric Tonnes,Green Chilly,1000.0,2500.0,1600.0,Rs./Quintal
Jabalpur(F&V) APMC,2.0,Metric Tonnes,Green Chilly,1600.0,2000.0,1800.0,Rs./Quintal
Khandwa(F&V) APMC,1.5,Metric Tonnes,Green Chilly,600.0,2000.0,1000.0,Rs./Quintal
Sagar(F&V) APMC,3.0,Metric Tonnes,Green Chilly,1500.0,2500.0,2000.0,Rs./Quintal
Shivpuri(F&V) APMC,0.4,Metric Tonnes,Other,3000.0,3000.0,3000.0,Rs./Quintal
Ujjain(F&V) APMC,1.0,Metric Tonnes,Green Chilly,1784.0,1784.0,1784.0,Rs./Quintal
Commodity Name : Onion
A lot APMC,4.46,Metric Tonnes,Onion,431.0,800.0,800.0,Rs./Quintal
Ashta APMC,61.09700000000001,Metric Tonnes,Onion,516.0,1150.0,516.0,Rs./Quintal
Badnagar APMC,46.80500000000001,Metric Tonnes,Onion,500.0,511.0,500.0,Rs./Quintal
,15.0,Metric Tonnes,Onion,300.0,300.0,300.0,Rs./Quintal
Badnawar APMC,197.591,Metric Tonnes,Onion,510.0,1751.0,600.0,Rs./Quintal
,206.19600000000003,Metric Tonnes,Onion,500.0,1551.0,500.0,Rs./Quintal
Badnawar(F&V) APMC,412.9,Metric Tonnes,Onion,600.0,600.0,600.0,Rs./Quintal
Bhopal APMC,48.577,Metric Tonnes,Onion,650.0,1350.0,1200.0,Rs./Quintal
Dewas(F&V) APMC,4.4,Metric Tonnes,Other,200.0,1600.0,650.0,Rs./Quintal
Harda(F&V) APMC,1.8,Metric Tonnes,Medium,1100.0,1300.0,1200.0,Rs./Quintal
Ichhawar APMC,15.648,Metric Tonnes,Onion,200.0,1510.0,1510.0,Rs./Quintal
Indore APMC,457.703,Metric Tonnes,Other,366.0,1527.0,1450.0,Rs./Quintal
,773.2660000000001,Metric Tonnes,Onion,385.0,1690.0,1297.0,Rs./Quintal
,473.937,Metric Tonnes,Onion,335.0,1639.0,1639.0,Rs./Quintal
Jabalpur(F&V) APMC,20.0,Metric Tonnes,Onion,1500.0,1900.0,1700.0,Rs./Quintal
Jaora APMC,95.959,Metric Tonnes,Onion,300.0,1550.0,500.0,Rs./Quintal
Mandsaur APMC,72.96000000000001,Metric Tonnes,Onion,215.0,1703.0,652.0,Rs./Quintal
Narsinghgarh APMC,54.0,Metric Tonnes,Onion,500.0,750.0,600.0,Rs./Quintal
,356.273,Metric Tonnes,Onion,150.0,1550.0,400.0,Rs./Quintal
Neemuch APMC,2.926,Metric Tonnes,Onion,761.0,1652.0,1652.0,Rs./Quintal
,32.187000000000005,Metric Tonnes,Red,450.0,1828.0,1828.0,Rs./Quintal
Petlawad APMC,0.9650000000000001,Metric Tonnes,Bellary,705.0,705.0,705.0,Rs./Quintal
,0.614,Metric Tonnes,Bellary,955.0,955.0,955.0,Rs./Quintal
Porsa APMC,2.0,Metric Tonnes,Onion,600.0,600.0,600.0,Rs./Quintal
Ratlam APMC,14.561000000000002,Metric Tonnes,Onion,1202.0,1615.0,1615.0,Rs./Quintal
Sagar(F&V) APMC,28.0,Metric Tonnes,Onion,800.0,1000.0,900.0,Rs./Quintal
Sarangpur APMC,52.2,Metric Tonnes,Local,229.0,500.0,500.0,Rs./Quintal
Sehore APMC,7.918000000000001,Metric Tonnes,Onion,351.0,1617.0,1617.0,Rs./Quintal
Shajapur APMC,40.166000000000004,Metric Tonnes,Onion,700.0,1403.2,1403.2,Rs./Quintal
,206.20700000000002,Metric Tonnes,Medium,204.0,1041.14,550.0,Rs./Quintal
,791.652,Metric Tonnes,Medium,100.0,1430.14,911.0,Rs./Quintal
Shajapur(F&V) APMC,1218.4,Metric Tonnes,Onion,100.0,1680.0,900.0,Rs./Quintal
Shamgarh APMC,2.693,Metric Tonnes,Onion,300.0,1309.0,1309.0,Rs./Quintal
,12.272,Metric Tonnes,Onion,226.0,1550.0,503.0,Rs./Quintal
Shivpuri APMC,1535.4,Metric Tonnes,Onion,350.0,1650.0,800.0,Rs./Quintal
Sitmau APMC,4.419,Metric Tonnes,Onion,160.0,1710.0,1000.0,Rs./Quintal
Ujjain APMC,63.09400000000001,Metric Tonnes,Onion,350.0,1560.62,1560.62,Rs./Quintal
Commodity Name : Other green and fresh vegetables
Sagar(F&V) APMC,1.4000000000000001,Metric Tonnes,Other green and fresh vegetables,600.0,800.0,700.0,Rs./Quintal
Commodity Name : Pea Pod/Pea Cod/हरी मटर
Mandsaur APMC,30.3,Metric Tonnes,Pea,4481.0,4481.0,4481.0,Rs./Quintal
Commodity Name : Potato
Dewas APMC,4.3,Metric Tonnes,Potato,800.0,800.0,800.0,Rs./Quintal
Dewas(F&V) APMC,2.2,Metric Tonnes,Other,400.0,1400.0,800.0,Rs./Quintal
Harda(F&V) APMC,1.8,Metric Tonnes,Desi,1000.0,1200.0,1100.0,Rs./Quintal
Indore APMC,8.881,Metric Tonnes,Local,946.0,946.0,946.0,Rs./Quintal
Jabalpur(F&V) APMC,30.0,Metric Tonnes,Potato,1300.0,1700.0,1500.0,Rs./Quintal
Morena APMC,60.0,Metric Tonnes,Desi,200.0,350.0,350.0,Rs./Quintal
Morena(F&V) APMC,60.0,Metric Tonnes,Potato,200.0,350.0,350.0,Rs./Quintal
Porsa APMC,3.5,Metric Tonnes,Potato,500.0,500.0,500.0,Rs./Quintal
Sagar(F&V) APMC,1.0,Metric Tonnes,Local,800.0,1000.0,900.0,Rs./Quintal
Satna(F&V) APMC,1.2000000000000002,Metric Tonnes,Potato,1000.0,1000.0,1000.0,Rs./Quintal
Shajapur APMC,4.5,Metric Tonnes,Potato,700.0,700.0,700.0,Rs./Quintal
Shivpuri(F&V) APMC,9.0,Metric Tonnes,Other,1200.0,1200.0,1200.0,Rs./Quintal
Ujjain APMC,12.975999999999999,Metric Tonnes,Potato,150.05,1111.01,1111.01,Rs./Quintal
,11.936,Metric Tonnes,Potato,241.84,700.0,700.0,Rs./Quintal
Commodity Name : Pumpkin
Indore(F&V) APMC,10.0,Metric Tonnes,Pumpkin,400.0,800.0,600.0,Rs./Quintal
Sagar(F&V) APMC,2.0,Metric Tonnes,Pumpkin,1000.0,1200.0,1100.0,Rs./Quintal
Shivpuri(F&V) APMC,1.0,Metric Tonnes,Other,1000.0,1000.0,1000.0,Rs./Quintal
Commodity Name : Raddish
Sagar(F&V) APMC,0.5,Metric Tonnes,Raddish,500.0,700.0,600.0,Rs./Quintal
Shivpuri(F&V) APMC,0.9,Metric Tonnes,Other,800.0,800.0,800.0,Rs./Quintal
Commodity Name : Round gourd
Indore(F&V) APMC,35.0,Metric Tonnes,Other,200.0,600.0,400.0,Rs./Quintal
Commodity Name : Sem
Sagar(F&V) APMC,0.2,Metric Tonnes,Sem,600.0,1000.0,800.0,Rs./Quintal
Commodity Name : Snakeguard
Neemuch APMC,0.128,Metric Tonnes,Sarpagandha,20100.0,70000.0,70000.0,Rs./Quintal
Commodity Name : Spinach
Indore(F&V) APMC,30.0,Metric Tonnes,Other,400.0,800.0,600.0,Rs./Quintal
Khandwa(F&V) APMC,0.4,Metric Tonnes,Spinach,400.0,650.0,500.0,Rs./Quintal
Sagar(F&V) APMC,1.7000000000000002,Metric Tonnes,Spinach,400.0,800.0,600.0,Rs./Quintal
Shivpuri(F&V) APMC,0.5,Metric Tonnes,Other,1000.0,1000.0,1000.0,Rs./Quintal
Ujjain(F&V) APMC,0.35,Metric Tonnes,Spinach,752.0,752.0,752.0,Rs./Quintal
Commodity Name : Sponge gourd
Khandwa(F&V) APMC,0.30000000000000004,Metric Tonnes,Sponge gourd,800.0,1600.0,1000.0,Rs./Quintal
Ujjain(F&V) APMC,0.44,Metric Tonnes,Sponge gourd,1467.0,1467.0,1467.0,Rs./Quintal
Commodity Name : Tinda
Ujjain(F&V) APMC,0.67,Metric Tonnes,Tinda,1307.0,1307.0,1307.0,Rs./Quintal
Commodity Name : Tomato
Dewas(F&V) APMC,2.0,Metric Tonnes,Other,800.0,2000.0,1000.0,Rs./Quintal
Harda(F&V) APMC,1.2000000000000002,Metric Tonnes,Deshi,1000.0,1400.0,1200.0,Rs./Quintal
Indore(F&V) APMC,75.0,Metric Tonnes,Other,600.0,1600.0,1200.0,Rs./Quintal
Jabalpur(F&V) APMC,2.0,Metric Tonnes,Tomato,1600.0,2000.0,1800.0,Rs./Quintal
Khandwa(F&V) APMC,2.9000000000000004,Metric Tonnes,Tomato,700.0,1800.0,1093.0,Rs./Quintal
Morena APMC,18.5,Metric Tonnes,Tomato,1000.0,1100.0,1000.0,Rs./Quintal
Morena(F&V) APMC,18.5,Metric Tonnes,Tomato,1000.0,1100.0,1000.0,Rs./Quintal
Porsa APMC,3.0,Metric Tonnes,Tomato,500.0,500.0,500.0,Rs./Quintal
Sagar(F&V) APMC,4.1000000000000005,Metric Tonnes,Local,600.0,800.0,700.0,Rs./Quintal
Ujjain(F&V) APMC,1.65,Metric Tonnes,Deshi,1028.0,1028.0,1028.0,Rs./Quintal
